Mugil sp. C;Keelung, Taiwan;25.183333; 121.783333
Mugil sp. C;Keelung, Taiwan;25.183333; 121.783333
Mugil sp. C;Keelung, Taiwan;25.183333; 121.783333
Mugil sp. C;Keelung, Taiwan;25.183333; 121.783333
Mugil sp. C;Keelung, Taiwan;25.183333; 121.783333
Mugil sp. C;Keelung, Taiwan;25.183333; 121.783333
Mugil sp. C;Keelung, Taiwan;25.183333; 121.783333
Mugil sp. C;Okinawa Is., Japan;26.400000; 127.900000
Mugil sp. C;Hubei, Wuhan, China;29.970000; 113.680000
Mugil sp. C;Hubei, Wuhan, China;29.970000; 113.680000
Mugil sp. C;Zhoushan, East China Sea, China;29.973478; 122.205064
Mugil sp. C;Mouth of Shin River, near Kawajiri Port, Kaimon, Ibusuki, Kagoshima, Japan;31.173667; 130.552833  
Mugil sp. C;Jiuduansha, Shanghai, China;31.200000; 121.500000
Mugil sp. C;Nagasaki, Japan;32.743759; 129.866625
Mugil sp. C;Nagasaki, Japan;32.743759; 129.866625
Mugil sp. C;Nagasaki, Japan;32.743759; 129.866625
Mugil sp. C;Nagasaki, Japan;32.743759; 129.866625
Mugil sp. C;Nagasaki, Japan;32.743759; 129.866625
Mugil sp. C;Nagasaki, Japan;32.743759; 129.866625
Mugil sp. C;Nagasaki, Japan;32.743759; 129.866625
Mugil sp. C;Nagasaki, Japan;32.743759; 129.866625
Mugil sp. C;Nagasaki, Japan;32.743759; 129.866625
Mugil sp. C;Ariake Sea, Japan;33.000000; 130.433333
Mugil sp. C;Ariake Sea, Japan;33.000000; 130.433333
Mugil sp. C;Ariake Sea, Japan;33.000000; 130.433333
Mugil sp. C;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. C;Yokosuka, Japan;35.196576; 139.601627
Mugil sp. C;Yokosuka, Japan;35.196576; 139.601627
Mugil sp. C;Yokosuka, Japan;35.196576; 139.601627
Mugil sp. C;Yokosuka, Japan;35.196576; 139.601627
Mugil sp. C;Yokosuka, Japan;35.196576; 139.601627
Mugil sp. C;Nagai-Yokosuka, Japan;35.196576; 139.601627
Mugil sp. C;Nagai-Yokosuka, Japan;35.196576; 139.601627
Mugil sp. C;Nagai-Yokosuka, Japan;35.196576; 139.601627
Mugil sp. C;Nagai-Yokosuka, Japan;35.196576; 139.601627
Mugil sp. C;Matsugoe river, Yokosuka city, Kanagawa, Japan;35.219722; 139.623611
Mugil sp. C;Matsugoe river, Yokosuka city, Kanagawa, Japan;35.219722; 139.623611
Mugil sp. C;Matsugoe river, Yokosuka city, Kanagawa, Japan;35.219722; 139.623611
Mugil sp. C;Matsugoe river, Yokosuka city, Kanagawa, Japan;35.219722; 139.623611
Mugil sp. C;Maizuru, Japan;35.476468; 135.327628
Mugil sp. C;Maizuru, Japan;35.476468; 135.327628
Mugil sp. C;Maizuru, Japan;35.476468; 135.327628
Mugil sp. C;Maizuru, Japan;35.476468; 135.327628
Mugil sp. C;Maizuru, Japan;35.476468; 135.327628
Mugil sp. C;Maizuru, Japan;35.476468; 135.327628
Mugil sp. C;Maizuru, Japan;35.478636; 135.333343
Mugil sp. C;Qingdao, China;36.033333; 120.350000
Mugil sp. C;Qingdao, Yellow Sea, China;36.033333; 120.350000
Mugil sp. C;Qingdao, China;36.033333; 120.350000
Mugil sp. C;Qingdao, China;36.033333; 120.350000
Mugil sp. C;Hashidate, Kaga, Ishikawa Pref., Sea of Japan, Japan;36.353236; 136.316101
Mugil sp. C;"Mouth of Wakayama-gawa River; Menden Houdatsushimizu, Ishikawa Pref., Sea of Japan, Japan";36.483139; 136.434250
Mugil sp. C;Longkou, Bohai Sea, China;37.709816; 120.378846
Mugil sp. C;Longkou, Bohai Sea, China;37.709816; 120.378846
Mugil sp. C;East Sea, South Primorye, Vostok Bay Russia;42.875833; 132.743056
Mugil sp. C;Russia;42.883333; 132.733333
Mugil sp. C;Russia;45.833333; 132.750000
Mugil sp. C;Nam Du island, Kien Giang, Vietnam;9.685556; 104.346667
Mugil sp. I;Cho Vung Tau, Ba Ria Vung Tau;10.349900; 107.067763
Mugil sp. I;Cho Vung Tau, Ba Ria Vung Tau, Vietnam;10.349900; 107.067763
Mugil sp. I;Ninh Thuan, Vietnam;11.538197; 109.030148
Mugil sp. I;Ninh Thuan, Vietnam;11.538197; 109.030148
Mugil sp. I;Batangas, Calabarzon, Philippines;13.749141; 121.062184
Mugil sp. I;Batangas, Calabarzon, Philippines;13.749141; 121.062184
Mugil sp. I;Cau Hai Lagoon, Hue, Vietnam;16.277845; 107.886440
Mugil sp. I;Bo trach, Quang Binh, Vietnam;17.630794; 106.530610
Mugil sp. I;Thien Cam, Ha Tinh, Vietnam;18.261469; 106.160919
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Luzon, Philippines;18.350000; 121.616667
Mugil sp. I;Hainan, China;18.988500; 110.519667
Mugil sp. I;Hainan, China;18.988500; 110.519667
Mugil sp. I;Hainan, China;18.988500; 110.519667
Mugil sp. I;Hainan, China;18.988500; 110.519667
Mugil sp. I;Hainan, China;18.988500; 110.519667
Mugil sp. I;Hainan, China;18.988500; 110.519667
Mugil sp. I;Qionghai, South China Sea, China;19.150006; 110.581464
Mugil sp. I;Qionghai, South China Sea, China;19.150006; 110.581464
Mugil sp. I;Qionghai, South China Sea, China;19.150006; 110.581464
Mugil sp. I;Qionghai, South China Sea, China;19.150006; 110.581464
Mugil sp. I;Qionghai, South China Sea, China;19.150006; 110.581464
Mugil sp. I;Qionghai, South China Sea, China;19.150006; 110.581464
Mugil sp. I;Qionghai, South China Sea, China;19.150006; 110.581464
Mugil sp. I;Qionghai, South China Sea, China;19.150006; 110.581464
Mugil sp. I;South China Sea, China;20.083333; 111.800000
Mugil sp. I;Quat lam, Nam Dinh, Vietnam;20.194759; 106.385484
Mugil sp. I;Van Uc, Hai Phong, Vietnam;20.698828; 106.788301
Mugil sp. I;Van Uc, Hai Phong, Vietnam;20.698828; 106.788301
Mugil sp. I;Van Uc, Hai Phong, Vietnam;20.698828; 106.788301
Mugil sp. I;Van Uc, Hai Phong, Vietnam;20.698828; 106.788301
Mugil sp. I;Van Uc, Hai Phong, Vietnam;20.698828; 106.788301
Mugil sp. I;Van Uc, Hai Phong, Vietnam;20.698828; 106.788301
Mugil sp. I;Van Uc, Hai Phong, Vietnam;20.698828; 106.788301
Mugil sp. I;Van Uc, Hai Phong, Vietnam;20.698828; 106.788301
Mugil sp. I;Van Uc, Hai Phong, Vietnam;20.698828; 106.788301
Mugil sp. I;Do son, Hai Phong, Vietnam;20.701196; 106.738743
Mugil sp. I;Do son, Hai Phong, Vietnam;20.701196; 106.738743
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;Minh chau island, Quang Ninh, Vietnam;20.935963; 107.552467
Mugil sp. I;South China Sea, China;21.150000; 112.916667
Mugil sp. I;Kaoping Estuary, Taiwan;22.466667; 120.416667
Mugil sp. I;Kaoping Estuary, Taiwan;22.466667; 120.416667
Mugil sp. I;Kaoping Estuary, Taiwan;22.466667; 120.416667
Mugil sp. I;Kaoping Estuary, Taiwan;22.466667; 120.416667
Mugil sp. I;Kaoping Estuary, Taiwan;22.466667; 120.416667
Mugil sp. I;Kaoping Estuary, Taiwan;22.466667; 120.416667
Mugil sp. I;Kaoping Estuary, Taiwan;22.466667; 120.416667
Mugil sp. I;Kaoping Estuary, Taiwan;22.466667; 120.416667
Mugil sp. I;Kaoping Estuary, Taiwan;22.466667; 120.416667
Mugil sp. I;Kaoping Estuary, Taiwan;22.466667; 120.416667
Mugil sp. I;Kaoping estuary, Taiwan;22.466667; 120.416667
Mugil sp. I;Kaoshiung, Taiwan;22.616667; 119.500000
Mugil sp. I;Pearl River, China;22.750000; 113.616667
Mugil sp. I;Pearl River, China;22.750000; 113.616667
Mugil sp. I;Pearl River, China;22.750000; 113.616667
Mugil sp. I;Pearl River, China;22.750000; 113.616667
Mugil sp. I;Pearl River, China;22.750000; 113.616667
Mugil sp. I;Pearl River, China;22.750000; 113.616667
Mugil sp. I;Pearl River, China;22.750000; 113.616667
Mugil sp. I;Pearl River, China;22.750000; 113.616667
Mugil sp. I;Yungan, Kaohsiung, Taiwan;22.904934; 120.169165
Mugil sp. I;Beimen, Tainan, Taiwan;23.251719; 120.102895
Mugil sp. I;Beimen, Tainan, Taiwan;23.251719; 120.102895
Mugil sp. I;Beimen, Tainan, Taiwan;23.251719; 120.102895
Mugil sp. I;Beimen, Tainan, Taiwan;23.251719; 120.102895
Mugil sp. I;Beimen, Tainan, Taiwan;23.251719; 120.102895
Mugil sp. I;Shantou, China;23.333333; 116.733333
Mugil sp. I;Budai, Chiayi, Taiwan;23.370911; 120.145414
Mugil sp. I;Budai, Chiayi, Taiwan;23.370911; 120.145414
Mugil sp. I;Budai, Chiayi, Taiwan;23.370911; 120.145414
Mugil sp. I;Taisi, Taiwan;23.743843; 120.170047
Mugil sp. I;Hualian, Taiwan;23.974879; 121.620863
Mugil sp. I;Hualian, Taiwan;23.974879; 121.620863
Mugil sp. I;Hualian, Taiwan;23.974879; 121.620863
Mugil sp. I;Hualian, Taiwan;23.974879; 121.620863
Mugil sp. I;Hualian, Taiwan;23.974879; 121.620863
Mugil sp. I;Hualian, Taiwan;23.974879; 121.620863
Mugil sp. I;Hualian, Taiwan;23.974879; 121.620863
Mugil sp. I;Stream Okinawa, Kohama Island, Japan;24.198708; 123.976814
Mugil sp. I;Stream Okinawa, Kohama Island, Japan;24.198708; 123.976814
Mugil sp. I;Paddy ditch Okinawa, Iriomote Island, Japan;24.271922; 123.872092
Mugil sp. I;Paddy ditch Okinawa, Iriomote Island, Japan;24.271922; 123.872092
Mugil sp. I;Paddy ditch Okinawa, Iriomote Island, Japan;24.271922; 123.872092
Mugil sp. I;Stream Okinawa, Kohama Island, Japan;24.338378; 123.990103
Mugil sp. I;Stream Okinawa, Kohama Island, Japan;24.338378; 123.990103
Mugil sp. I;Mangrove Okinawa, Iriomote Island Japan;24.362131; 123.727050
Mugil sp. I;Mangrove Okinawa, Iriomote Island Japan;24.362131; 123.727050
Mugil sp. I;Da-an, Taichung, Taiwan;24.367760; 120.578244
Mugil sp. I;Da-an, Taichung, Taiwan;24.367760; 120.578244
Mugil sp. I;Da-an, Taichung, Taiwan;24.367760; 120.578244
Mugil sp. I;Da-an, Taichung, Taiwan;24.367760; 120.578244
Mugil sp. I;Da-an, Taichung, Taiwan;24.367760; 120.578244
Mugil sp. I;Da-an, Taichung, Taiwan;24.367760; 120.578244
Mugil sp. I;Da-an, Taichung, Taiwan;24.367760; 120.578244
Mugil sp. I;Da-an, Taichung, Taiwan;24.367760; 120.578244
Mugil sp. I;Da-an, Taichung, Taiwan;24.367760; 120.578244
Mugil sp. I;Paddy ditch Okinawa, Iriomote Island, Japan;24.389822; 123.748742
Mugil sp. I;Paddy ditch Okinawa, Iriomote Island, Japan;24.389822; 123.748742
Mugil sp. I;Paddy ditch Okinawa, Iriomote Island, Japan;24.389822; 123.748742
Mugil sp. I;Paddy ditch Okinawa, Ishigaki-city, Japan;24.403825; 124.160472
Mugil sp. I;Nan-ao river, Yilan, Taiwan;24.451214; 121.800146
Mugil sp. I;Tachi, Yilan, Taiwan;24.841430; 121.828353
Mugil sp. I;Tachi, Yilan, Taiwan;24.841430; 121.828353
Mugil sp. I;Sindian, Taipei, Taiwan;24.942591; 121.544862
Mugil sp. I;Sindian, Taipei, Taiwan;24.942591; 121.544862
Mugil sp. I;Sindian, Taipei, Taiwan;24.942591; 121.544862
Mugil sp. I;Chiang-chew, China;25.155134; 118.986750
Mugil sp. I;Danshuei, Taipei, Taiwan;25.162088; 121.434401
Mugil sp. I;Danshuei, Taipei, Taiwan;25.162088; 121.434401
Mugil sp. I;Danshuei, Taipei, Taiwan;25.162088; 121.434401
Mugil sp. I;Danshuei, Taipei, Taiwan;25.162088; 121.434401
Mugil sp. I;Danshuei, Taipei, Taiwan;25.162088; 121.434401
Mugil sp. I;Danshuei, Taipei, Taiwan;25.162088; 121.434401
Mugil sp. I;Danshuei, Taipei, Taiwan;25.162088; 121.434401
Mugil sp. I;Danshuei, Taipei, Taiwan;25.162088; 121.434401
Mugil sp. I;Danshuei, Taipei, Taiwan;25.162088; 121.434401
Mugil sp. I;Danshuei, Taipei, Taiwan;25.162088; 121.434401
Mugil sp. I;Danshuei, Taipei, Taiwan;25.162088; 121.434401
Mugil sp. I;Keelung, Taiwan;25.183333; 121.783333
Mugil sp. I;Keelung, Taiwan;25.183333; 121.783333
Mugil sp. I;Keelung, Taiwan;25.183333; 121.783333
Mugil sp. I;Keelung, Taiwan;25.183333; 121.783333
Mugil sp. I;Keelung, Taiwan;25.183333; 121.783333
Mugil sp. I;Keelung, Taiwan;25.183333; 121.783333
Mugil sp. I;Jinshan, New Taipei City, Taiwan;25.220000; 121.620000
Mugil sp. I;Jinshan, New Taipei City, Taiwan;25.220000; 121.620000
Mugil sp. I;Jinshan, New Taipei City, Taiwan;25.220000; 121.620000
Mugil sp. I;Taiwan;25.230000; 121.650000
Mugil sp. I;Okinawa Is., Japan;26.400000; 127.900000
Mugil sp. I;Okinawa Is., Japan;26.400000; 127.900000
Mugil sp. I;Okinawa Is., Japan;26.400000; 127.900000
Mugil sp. I;Okinawa Is., Japan;26.400000; 127.900000
Mugil sp. I;Okinawa Is., Japan;26.400000; 127.900000
Mugil sp. I;Okinawa Is., Japan;26.400000; 127.900000
Mugil sp. I;Mouth of Teima River, Teima, Nago City, Okinawa, Japan;26.556083; 128.066639
Mugil sp. I;Atake river, Kagoshima Prefecture, Kyushu, Japan;30.532457; 130.962314
Mugil sp. I;Mouth of Shin River, near Kawajiri Port, Kaimon, Ibusuki, Kagoshima, Japan;31.173667; 130.552833  
Mugil sp. I;Kushimoto, Wakayama, Japan;33.480165; 135.759692
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Off Joga-shima, Miura City, Kanagawa, Japan;35.132222; 139.607778
Mugil sp. I;Yokosuka, Japan;35.196576; 139.601627
Mugil sp. I;Nagai-Yokosuka, Japan;35.196576; 139.601627
Mugil sp. I;Nagai-Yokosuka, Japan;35.196576; 139.601627
Mugil sp. I;Nagai-Yokosuka, Japan;35.196576; 139.601627
Mugil sp. I;Nagai-Yokosuka, Japan;35.196576; 139.601627
Mugil sp. I;Maizuru, Japan;35.476468; 135.327628
Mugil sp. I;Mawaki, Noto, Ishikawa Pref., Sea of Japan, Japan;37.300700; 137.203782
Mugil sp. I;Mawaki, Noto, Ishikawa Pref., Sea of Japan, Japan;37.300700; 137.203782
Mugil sp. L;Viti Levu, Fiji ; -18.130000; 178.610000
Mugil sp. L;Viti Levu, Fiji ; -18.130000; 178.610000
Mugil sp. L;Koné, New Caledonia; -21.100000; 164.830000
Mugil sp. L;Koné, New Caledonia; -21.100000; 164.830000
Mugil sp. L;Koné, New Caledonia; -21.100000; 164.830000
Mugil sp. L;Koné, New Caledonia; -21.100000; 164.830000
Mugil sp. L;Foué beach near Koné, New Caledonia; -21.100000; 164.830000
Mugil sp. L;Foué beach near Koné, New Caledonia; -21.100000; 164.830000
Mugil sp. L;Bouraké, New Caledonia; -21.960000; 166.010000
Mugil sp. L;Noumea, New Caledonia; -22.257363; 166.424009
Mugil sp. L;Koné, New Caledonia;-21.064597; 164.861655
Mugil sp. L;Foa, New Caledonia;-21.723117; 165.787583
Mugil sp. L;Foa, New Caledonia;-21.723117; 165.787583
Mugil sp. L;Foa, New Caledonia;-21.723117; 165.787583
Mugil sp. L;Foa, New Caledonia;-21.723117; 165.787583
Mugil sp. L;Foa, New Caledonia;-21.723117; 165.787583
Mugil sp. L;Foa, New Caledonia;-21.723117; 165.787583
Mugil sp. L;Foa, New Caledonia;-21.723117; 165.787583
Mugil sp. L;Foa, New Caledonia;-21.723117; 165.787583
Mugil sp. L;Foa, New Caledonia;-21.723117; 165.787583
Mugil sp. L;Foa, New Caledonia;-21.723117; 165.787583
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.727183; 165.789933
Mugil sp. L;Foa, New Caledonia;-21.740633; 165.771683
Mugil sp. L;Ouenghi, New Caledonia;-21.936217; 166.104234
Mugil sp. L;Ouenghi, New Caledonia;-21.936217; 166.104235
Mugil sp. L;Dumbea, New Caledonia;-22.168550; 166.443833
Mugil sp. L;Dumbea, New Caledonia;-22.168550; 166.443833
Mugil sp. L;Dumbea, New Caledonia;-22.168650; 166.444583
Mugil sp. L;Fitzroy River, Queensland, Australia;-23.493333; 150.723096
Mugil sp. L;Tan An, Can Tho;10.028056; 105.786944
Mugil sp. L;Tan An, Can Tho;10.028056; 105.786944
